Countrycode,Seriescode,Description
LUX,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LUX,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
LVA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
LVA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
LVA,PA.NUS.FCRF,Data are reported in Latvian lats.
LVA,SM.POP.NETM,Data sources : United Nations World Population Prospects
LVA,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
LVA,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
LVA,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
LVA,SP.DYN.CBRT.IN,Data sources : Eurostat
LVA,SP.DYN.CDRT.IN,Data sources : Eurostat
LVA,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.DYN.LE00.IN,Derived using male and female life expectancy
LVA,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.DYN.TFRT.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.POP.GROW,Data sources : Eurostat
LVA,SP.POP.TOTL,Data sources : Eurostat
LVA,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
LVA,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
MAC,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
MAC,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MAC,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MAC,SM.POP.NETM,Data sources : United Nations World Population Prospects
MAC,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. For purposes of estimation, no change was made in the time series estimates for Macao because of its change in status."
MAC,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MAC,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MAC,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.LE00.IN,Derived using male and female life expectancy
MAC,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.TO65.FE.ZS,"As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China."
MAC,SP.DYN.TO65.MA.ZS,"As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China."
MAC,SP.POP.GROW,Data sources: United Nations World Population Prospects
MAC,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MAF,SP.DYN.CBRT.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.CDRT.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.LE00.FE.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.LE00.MA.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.TFRT.IN,Data sources : U.S. Census Bureau
MAF,SP.POP.GROW,Data sources: U.S. Census Bureau
MAF,SP.POP.TOTL,Data sources : U.S. Census Bureau
MAR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt for 2014 is based on data from the BIS.
MAR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MAR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MAR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MAR,FB.AST.NPER.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
MAR,FB.BNK.CAPA.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
MAR,NE.CON.PRVT.PC.KD,Includes Former Spanish Sahara.
MAR,NE.CON.PRVT.PC.KD.ZG,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.CD,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.CN,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.KD,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.KD.ZG,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.KN,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.PP.CD,Includes Former Spanish Sahara.
MAR,NY.GDP.PCAP.PP.KD,Includes Former Spanish Sahara.
MAR,NY.GNP.MKTP.PP.KD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.CD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.CN,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.KD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.KD.ZG,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.KN,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.PP.CD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.PP.KD,Includes Former Spanish Sahara.
MAR,SM.POP.NETM,Data sources : United Nations World Population Prospects
MAR,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
MAR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MAR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MAR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.LE00.IN,Derived using male and female life expectancy
MAR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.POP.0014.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.1564.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.65UP.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.GROW,Data sources: United Nations World Population Prospects
MAR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MAR,SP.POP.TOTL.FE.ZS,Morocco only. (Excluding former Spanish Sahara)
MCO,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data. Changes for per capita values are due to fluctuations in the US$ exchange rates.
MCO,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
MCO,SP.POP.GROW,Data sources: United Nations World Population Prospects
MCO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MDA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
MDA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MDA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MDA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MDA,EN.POP.DNST,Excludes Transnistria.
MDA,NE.CON.PRVT.PC.KD,Excludes Transnistria.
MDA,NE.CON.PRVT.PC.KD.ZG,Excludes Transnistria.
MDA,NY.GDP.PCAP.CD,Excludes Transnistria.
MDA,NY.GDP.PCAP.CN,Excludes Transnistria.
MDA,NY.GDP.PCAP.KD,Excludes Transnistria.
MDA,NY.GDP.PCAP.KD.ZG,Excludes Transnistria.
MDA,NY.GDP.PCAP.KN,Excludes Transnistria.
MDA,NY.GDP.PCAP.PP.CD,Excludes Transnistria.
MDA,NY.GDP.PCAP.PP.KD,Excludes Transnistria.
MDA,NY.GNP.MKTP.PP.KD,Excludes Transnistria.
MDA,NY.GNP.PCAP.CD,Excludes Transnistria.
MDA,NY.GNP.PCAP.CN,Excludes Transnistria.
MDA,NY.GNP.PCAP.KD,Excludes Transnistria.
MDA,NY.GNP.PCAP.KD.ZG,Excludes Transnistria.
MDA,NY.GNP.PCAP.KN,Excludes Transnistria.
MDA,NY.GNP.PCAP.PP.CD,Excludes Transnistria.
MDA,NY.GNP.PCAP.PP.KD,Excludes Transnistria.
MDA,SH.XPD.EXTR.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.OOPC.TO.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.OOPC.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PCAP,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995. Changes for per capita values are due to fluctuations in the US$ exchange rates.
MDA,SH.XPD.PCAP.PP.KD,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PRIV.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL.GX.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.TOTL.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SM.POP.NETM,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
MDA,SP.ADO.TFRT,Including Transnistria.
MDA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.CBRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.CDRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.LE00.FE.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDA,SP.DYN.LE00.MA.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.TFRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.TO65.FE.ZS,Including Transnistria.
MDA,SP.DYN.TO65.MA.ZS,Including Transnistria.
MDA,SP.POP.0014.TO.ZS,Including Transnistria.
MDA,SP.POP.1564.TO.ZS,Including Transnistria.
MDA,SP.POP.65UP.TO.ZS,Including Transnistria.
MDA,SP.POP.DPND,Including Transnistria.
MDA,SP.POP.DPND.OL,Including Transnistria.
MDA,SP.POP.DPND.YG,Including Transnistria.
MDA,SP.POP.GROW,"Data sources: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects 2010 Revision's growth rates of whole Moldova."
MDA,SP.POP.TOTL,"Data sources : National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects 2010 Revision's growth rates of whole Moldova."
MDA,SP.POP.TOTL.FE.ZS,Excluding Transnistria.
MDG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
MDG,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
MDG,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MDG,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
mdg,SH.XPD.PUBL,Revision of the General Government Expenditure series can explain changes in public expenditure ratios.
MDG,SM.POP.NETM,Data sources : United Nations World Population Prospects
MDG,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
MDG,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MDG,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MDG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.POP.GROW,Data sources: United Nations World Population Prospects
MDG,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MDV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2014 are World Bank staff estimates based on reports provided by the country.Short-term debt for 2014 is based on data from the BIS.
MDV,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
MDV,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MDV,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MDV,SM.POP.NETM,Data sources : United Nations World Population Prospects
MDV,SM.POP.TOTL,Estimates are imputed using model estimates.
MDV,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MDV,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MDV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.POP.GROW,"Data sources: For 1960-1989, United Nations World Population Prospects. For 1990 onwards, 1990, 1995, 2000, 2006, 2014 censuses, and data on expatriate employment from Maldives National Bureau of Statistics. The census data are adjusted for mid-year and for foreign population."
MDV,SP.POP.TOTL,"Data sources : For 1960-1989, United Nations World Population Prospects. For 1990 onwards, 1990, 1995, 2000, 2006, 2014 censuses, and data on expatriate employment from Maldives National Bureau of Statistics. The census data are adjusted for mid-year and for foreign population."
MEX,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
MEX,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MEX,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MEX,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MEX,SM.POP.NETM,Data sources : United Nations World Population Prospects
MEX,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
MEX,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MEX,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MEX,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.LE00.IN,Derived using male and female life expectancy
MEX,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.POP.GROW,Data sources: United Nations World Population Prospects
MEX,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MHL,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
MHL,SP.DYN.AMRT.FE,Data source : World Bank estimate
MHL,SP.DYN.AMRT.MA,Data source : World Bank estimate
MHL,SP.DYN.CBRT.IN,"Data sources : Economic Policy, Planning and Statistics Office; DHS 2007"
MHL,SP.DYN.CDRT.IN,"Data sources : Economic Policy, Planning and Statistics Office"
MHL,SP.DYN.LE00.FE.IN,"Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau"
MHL,SP.DYN.LE00.IN,Derived using male and female life expectancy
MHL,SP.DYN.LE00.MA.IN,"Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau"
MHL,SP.DYN.TFRT.IN,"Data sources : DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau"
MHL,SP.POP.GROW,Data sources: United Nations World Population Prospects
MHL,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MKD,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
MKD,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MKD,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MKD,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MKD,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.
MKD,SM.POP.NETM,Data sources : United Nations World Population Prospects
MKD,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
MKD,SP.ADO.TFRT,The former Yugoslav Republic of Macedonia.
MKD,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
MKD,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
MKD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
